fof_halo_tag,delta1,delta2,sod_halo_core_entropy,TPI,R1,R2,R3,R4
154704263648,0.050028548,0.04507267,295.67218,-2.588971472105557,True,True,False,False
3994467475180,0.013057087,0.012387968,88.81138,1.5332653612727636,True,True,True,True
75316981834,0.03650596,0.045011006,153.20773,-0.0086808989713682,True,True,False,False
191542506064,0.10038151,0.015790928,393.181,-0.9727765528016958,False,True,False,False
164547838288,0.031112632,0.027901549,104.991714,2.901165449921195,True,True,True,True
260113847250,0.02612396,0.054304376,206.88354,0.7495497800680034,True,True,False,True
296317780704,0.03137665,0.020577233,115.89581,0.5854362762158387,True,True,True,True
483333281304,0.01088956,0.010222547,37.099815,3.8713394725280335,True,True,True,True
683033981178,0.07323217,0.023660049,313.04605,-3.093423001871241,False,True,False,False
547771191504,0.058520544,0.033383824,91.64075,3.9439190876524526,True,True,True,True
848454037726,0.05736477,0.032421462,166.4288,-1.2996294546733709,True,True,False,False
857978454198,0.017236512,0.05125323,187.75954,-1.6465892730807306,True,True,False,False
969762579534,0.015191111,0.030117242,152.2908,0.8168758383880728,True,True,False,True
503648485974,0.01965691,0.050104804,267.36398,0.2507392497940164,True,True,False,True
651942547382,0.07077963,0.045442242,161.36429,2.708275110263735,False,True,False,True
659250093810,0.024968294,0.037945855,187.05157,-0.0478236503909193,True,True,False,False
556997869232,0.0036897764,0.05120894,196.77678,2.1116023740715155,True,True,False,True
668455175838,0.031225666,0.017255463,183.7612,-0.57279475055426,True,True,False,False
944381138902,0.009172575,0.047031265,298.2885,-0.3002780143485782,True,True,False,False
958353909086,0.020963987,0.061041716,222.16316,0.4903309234148886,True,True,False,True
698265919940,0.027314635,0.045624096,208.79445,2.5776475976480837,True,True,False,True
715106500310,0.07130644,0.07310477,137.2821,0.9014255451293768,False,False,True,True
651912738738,0.015441785,0.0713311,120.079094,-0.4098587717734864,True,False,True,False
561112577536,0.009655819,0.063910276,249.67847,-0.2448478557068391,True,True,False,False
630011216668,0.07603951,0.083204955,276.6735,-2.896448002991707,False,False,False,False
920227041100,0.029810753,0.084746234,340.80618,-1.0900538341320591,True,False,False,False
524294670518,0.017328393,0.037729155,177.46506,-0.2305454227702618,True,True,False,False
682092559732,0.010347245,0.0207337,103.026184,0.9956138909384178,True,True,True,True
512551471486,0.027314628,0.080021694,201.40146,0.4437950571825257,True,False,False,True
845316966856,0.058234937,0.021027396,91.110245,3.454891904179872,True,True,True,True
876747616748,0.059487168,0.051293015,134.92087,0.7581522954015626,True,True,True,True
970729454208,0.0192057,0.04015998,153.98141,0.1601602057440711,True,True,False,True
139720672586,0.039452918,0.008586817,153.33765,0.9904956491534602,True,True,False,True
481679632708,0.08184317,0.014130816,198.47766,-1.4490920349766516,False,True,False,False
404845235820,0.032896396,0.08024779,222.90436,1.0047272851722029,True,False,False,True
271492354836,0.03296801,0.025099365,116.48126,0.4405168666413327,True,True,True,True
285453256094,0.042490553,0.044550974,306.74084,0.9798720771925984,True,True,False,True
495348037580,0.0076764,0.021545071,115.972534,1.432681301083356,True,True,True,True
120045067498,0.01655521,0.07739444,184.29515,0.3665446678311928,True,False,False,True
227372749476,0.020230526,0.052866615,240.03856,0.3228799325656657,True,True,False,True
81957510000,0.034420185,0.033982985,149.99408,1.895182747468059,True,True,True,True
324850935182,0.061668083,0.043280203,189.6315,1.583043352229152,True,True,False,True
341357213286,0.046306547,0.043814436,71.835,0.9904979021908302,True,True,True,True
472811904598,0.01690384,0.020362072,244.17851,0.4793361878757418,True,True,False,True
468053842040,0.0539069,0.080330774,241.96608,-0.9790469428813358,True,False,False,False
102245804404,0.0072002923,0.06835434,390.45236,-1.0937419555820642,True,True,False,False
98119734290,0.038004484,0.10927546,110.1124,0.575912236220506,True,False,True,True
210208955806,0.040600315,0.076164305,179.9135,-0.7694595707747786,True,False,False,False
381360023106,0.08815047,0.03570701,185.57716,-0.2410965569699691,False,True,False,False
19725682884,0.022831691,0.034628473,39.178875,2.7378395795708363,True,True,True,True
146097433770,0.01747039,0.046525214,168.1371,1.0413060631026445,True,True,False,True
254354768486,0.025970677,0.031224726,205.63078,-1.332380961340771,True,True,False,False
282305979500,0.0452898,0.049810644,76.741135,1.8511277983474803,True,True,True,True
474724762602,0.012417158,0.07556416,182.20795,-0.2103568905486738,True,False,False,False
366773506436,0.046456564,0.08885136,169.50699,-1.3465758079675316,True,False,False,False
530906270490,0.0121965,0.045449633,165.2861,-1.3590733244719386,True,True,False,False
904931776564,0.023560314,0.03775611,207.8836,0.505355062507272,True,True,False,True
831269430782,0.03650498,0.02807567,144.14893,-0.1506390054375786,True,True,True,False
946545192674,0.023823434,0.07351364,94.82177,1.1559245524065904,True,False,True,True
598228952692,0.09853113,0.06938722,137.08624,-0.341219756143186,False,True,True,False
709680464070,0.0030541925,0.045495223,188.90157,0.492340601556726,True,True,False,True
536959109394,0.010239263,0.022889044,46.305862,1.4496982972330403,True,True,True,True
566490409794,0.09689591,0.048863497,417.2279,-3.718218091882,False,True,False,False
965924873794,0.008292741,0.037876032,91.72011,2.093891647862613,True,True,True,True
797316109794,0.09119251,0.07076903,295.10193,0.8651127486549297,False,False,False,True
954169578360,0.10353737,0.051609237,1871.6769,-3.3486489311403984,False,True,False,False
674415005668,0.019455556,0.040900506,143.6467,2.44104408179644,True,True,True,True
652507184208,0.006647683,0.018214742,205.20074,0.2565054814423306,True,True,False,True
614737701194,0.0701798,0.18276878,198.30511,-1.5791518939279925,False,False,False,False
844926395400,0.01890886,0.033375993,87.23184,1.327609793337287,True,True,True,True
949070183672,0.009654477,0.028910665,130.77571,1.86398476847743,True,True,True,True
940498126974,0.16434081,0.08754921,349.7338,-5.172215116101468,False,False,False,False
836364292814,0.014304399,0.011731563,101.008286,1.1821668604060551,True,True,True,True
676347491956,0.04688413,0.089057945,289.4811,-2.7928887335869965,True,False,False,False
893528853582,0.019955168,0.03984244,182.69438,2.0534132997611967,True,True,False,True
872890785216,0.061295856,0.054138992,35.233707,2.7377349961377853,True,True,True,True
914798965258,0.03396812,0.059456427,184.63629,-0.2190203758140944,True,True,False,False
79116310354,0.024815442,0.04825775,180.29875,3.2960624210803204,True,True,False,True
355031161048,0.019537894,0.04858514,69.10361,2.6607616018585536,True,True,True,True
174697441032,0.029877076,0.039347254,214.23619,0.2062821385381092,True,True,False,True
161366439604,0.011922406,0.053479504,131.96222,1.0949842725237635,True,True,True,True
221060401304,0.01942565,0.029340552,54.990017,2.527243631974176,True,True,True,True
93097876288,0.017598057,0.02496659,155.85585,1.817889057434681,True,True,False,True
118193346810,0.018541835,0.054140236,158.29904,1.4287308937118226,True,True,False,True
38790768052,0.032424934,0.04216264,1697.1337,-0.990551261717134,True,True,False,False
221364894950,0.016869212,0.047866583,204.43481,-0.1966314990965939,True,True,False,False
473462646312,0.0133696785,0.03120026,160.38339,-0.4148522823276604,True,True,False,False
367426261990,0.019829081,0.039862134,464.74182,0.1999100541189943,True,True,False,True
28959493460,0.014429235,0.021169214,178.59464,0.3450763370794144,True,True,False,True
209001144886,0.023507975,0.03224223,163.45059,-1.182490262946867,True,True,False,False
469678815328,0.009927877,0.040711846,204.18237,-0.2204747947765965,True,True,False,False
316638786880,0.016218644,0.029569073,411.33273,-2.29419375426929,True,True,False,False
549985517762,0.013569348,0.019090598,120.50453,0.7721540498389489,True,True,True,True
493472703530,0.018479947,0.009657079,122.166534,0.3079360009115048,True,True,True,True
790985139086,0.02001571,0.04704649,89.46697,1.5890350890179592,True,True,True,True
840833989974,0.023567462,0.038572855,206.65686,-0.556846733744201,True,True,False,False
774169859344,0.017448917,0.039421983,43.047855,2.936630823514283,True,True,True,True
765599288994,0.017820783,0.084814034,210.82439,0.4979085554999765,True,False,False,True
667821145926,0.026730066,0.026875941,94.671906,4.297843972772043,True,True,True,True
516354203516,0.05828027,0.029812327,194.7673,-1.3694595729988883,True,True,False,False
792596275762,0.050483733,0.026084809,203.7756,-0.1139620725523108,True,True,False,False
907830382840,0.016039714,0.081929386,354.15997,-2.483297599999359,True,False,False,False
898944989076,0.04966511,0.054967422,212.18802,-0.4951241857595365,True,True,False,False
560166571712,0.089295544,0.05961462,239.61624,-2.199061157785355,False,True,False,False
529051022960,0.011399694,0.027667124,58.140774,3.369865498104585,True,True,True,True
711000868930,0.057486013,0.038614154,160.0929,-1.7572855005528814,True,True,False,False
519524617440,0.01044907,0.036418546,339.49017,-0.8861113024928282,True,True,False,False
620818083852,0.08531541,0.035360634,163.39929,2.326482706328575,False,True,False,True
506839945058,0.011517385,0.020959297,144.98785,0.1933319410422335,True,True,True,True
605579568068,0.02281704,0.045985978,77.413734,1.569004733455163,True,True,True,True
644635636846,0.09253578,0.05409777,142.47363,-1.4556489193060322,False,True,True,False
1216756951626,0.032410458,0.037226092,148.49377,-0.5292814367048002,True,True,True,False
1024984976410,0.12564044,0.028236482,83.47511,0.6409053603209456,False,True,True,True
1113894910816,0.007575892,0.011277876,51.757206,1.803467496265659,True,True,True,True
1081189368966,0.07461247,0.17178541,124.62502,-2.7602525541209264,False,False,True,False
1379024893224,0.019000817,0.009479147,94.25538,0.5981617725120213,True,True,True,True
1243094733444,0.015114077,0.041565932,106.0142,0.8909741157032647,True,True,True,True
1254537750686,0.011482172,0.02425838,146.02,-0.9952432434725031,True,True,True,False
1464724323024,0.036595598,0.03903772,230.36537,-1.5380282330237378,True,True,False,False
1357730541020,0.101535454,0.024991699,181.46463,-0.5179178161226101,False,True,False,False
1317089442738,0.020656928,0.031002777,149.59554,0.1469559888126919,True,True,True,True
1307868738426,0.08419752,0.06102815,151.04556,-0.477987012839864,False,True,False,False
1407251288422,0.0065521332,0.03494161,97.291435,0.9172922673499868,True,True,True,True
1362492863312,0.010578529,0.02049568,89.49413,1.366149662078823,True,True,True,True
1012287126678,0.026830051,0.015038093,71.15539,2.2087623520916546,True,True,True,True
1134525775712,0.07561978,0.105635315,139.32733,-3.702696089148565,False,False,True,False
1029752970102,0.013640843,0.011829065,153.62907,-0.9673603034733468,True,True,False,False
1109448978878,0.012467427,0.026307162,138.07611,0.4248889527606402,True,True,True,True
1127867104078,0.027738385,0.07093244,110.89219,-0.1798002536364294,True,False,True,False
1338691714046,0.03082953,0.047615826,305.16672,0.3929557189278215,True,True,False,True
1335191611382,0.008436043,0.052901983,112.21598,2.41304216457565,True,True,True,True
1429506719164,0.040000886,0.09097853,96.51575,2.0189499744990784,True,False,True,True
1546007828588,0.025200004,0.054917738,178.03856,0.5828829757480645,True,True,False,True
1708897554146,0.0072603435,0.02401707,63.359615,2.6156828789429807,True,True,True,True
1759381143194,0.105992496,0.20731989,142.08243,-1.6701601826684729,False,False,True,False
1836231994864,0.037236884,0.026384603,48.976418,3.93799795948069,True,True,True,True
1853700358330,0.01882875,0.038409512,268.89746,-0.938051329611443,True,True,False,False
1588903823042,0.008379305,0.015688194,39.008415,2.572146760452401,True,True,True,True
1491745323954,0.05213812,0.049371187,107.026146,-0.3150443046719373,True,True,True,False
1542856972802,0.02405921,0.074282974,156.70647,0.3268798317342527,True,False,False,True
1568256808624,0.0050069685,0.027422657,133.22414,1.1030689982839563,True,True,True,True
1531432653418,0.08248309,0.08062702,126.449875,-0.3402926751125852,False,False,True,False
1511427734450,0.03852703,0.038275912,187.45334,-0.1444543247729376,True,True,False,False
1819741291766,0.09280252,0.09430089,76.39334,0.5680023891125718,False,False,True,True
1626340440678,0.02732662,0.013825969,87.90917,2.6880140187547896,True,True,True,True
1511718644442,0.023508642,0.018150318,124.27396,-1.6246705072131202,True,True,True,False
1803522624122,0.00961699,0.020508403,181.62587,1.0326587841689916,True,True,False,True
1633360455674,0.061323486,0.032253925,163.20114,3.9428400389645226,True,True,False,True
1865787438648,0.00873321,0.013025906,55.54995,2.273243753716283,True,True,True,True
1802907215472,0.009586461,0.030139497,175.88377,0.2933630019306061,True,True,False,True
1105329129446,0.024592867,0.018095287,175.8298,0.3891659027538855,True,True,False,True
1061835214826,0.08245787,0.014701342,163.24754,-0.5324152544316341,False,True,False,False
1212019100600,0.05309926,0.05562586,222.4371,-2.4169755894925338,True,True,False,False
1051683545812,0.016029457,0.040165406,38.73024,2.679306551892837,True,True,True,True
1263140096470,0.016985422,0.048167795,145.39651,2.123619744314852,True,True,True,True
1429530631800,0.018036412,0.039583836,164.70882,1.5010521203858946,True,True,False,True
1406336829294,0.007009162,0.013461522,199.26495,-0.5438329714416265,True,True,False,False
1102185757232,0.008527887,0.028295022,147.99626,1.2947607203797848,True,True,True,True
1423183709534,0.031808,0.11900286,458.58182,0.1606553343888923,True,False,False,True
1476862682668,0.01719418,0.054823548,148.45332,0.1992255733151377,True,True,True,True
1428594729470,0.03015035,0.055370897,225.33101,-0.7444771199656727,True,True,False,False
1412401310560,0.018903501,0.023881245,44.945038,3.227659507454133,True,True,True,True
1051354208722,0.013771871,0.066952884,92.05103,2.082093198093142,True,True,True,True
1377460503426,0.013327058,0.049447495,602.53156,2.3349257178227463,True,True,False,True
1312359605170,0.03012812,0.07783551,145.21782,-0.3816348308502675,True,False,True,False
1351415119458,0.12484003,0.020274948,151.88272,0.5114105589280921,False,True,False,True
1168540231516,0.04055191,0.01933029,159.7882,0.6904684581627312,True,True,False,True
1094883504208,0.019960169,0.03515387,98.69512,1.833062092091157,True,True,True,True
1311423096966,0.04640084,0.036849078,311.748,0.4524496131294384,True,True,False,True
1401928771042,0.03748034,0.050465748,216.90718,-1.5269266334867777,True,True,False,False
1277130786352,0.04334838,0.047652088,152.6145,-1.0944574313837685,True,True,False,False
1412078046614,0.025153881,0.0668061,131.3528,-0.1848416263495855,True,True,True,False
1508586837998,0.006290863,0.032970726,307.25745,0.0508053406681388,True,True,False,True
1516844499972,0.018660985,0.051133964,245.1041,-0.8569805920508191,True,True,False,False
1682588830586,0.07125521,0.032508936,360.17584,-3.195032847069964,False,True,False,False
1754993345132,0.1319857,0.031841118,190.4884,-0.52142225879663,False,True,False,False
1828642133250,0.08793017,0.021751238,333.11368,2.624988547940841,False,True,False,True
1808009759610,0.012235199,0.021659648,84.00383,2.0763488721657946,True,True,True,True
1956291020656,0.045379214,0.021109264,134.76012,-0.5388856998902173,True,True,True,False
1505428243986,0.029886274,0.052415818,507.42148,-0.8887488018926253,True,True,False,False
1530831028762,0.038571436,0.05367643,98.65866,-0.2547819572878202,True,True,True,False
1550841189280,0.051067803,0.02097988,142.61563,1.224247828554884,True,True,True,True
1827386392028,0.07354051,0.032765545,70.6449,1.7073050725396477,False,True,True,True
1778173261906,0.028107306,0.047159035,391.02402,3.394635139893566,True,True,False,True
1788973981808,0.01973325,0.036922116,205.17624,-0.6470587793199594,True,True,False,False
1759454701494,0.016848436,0.05997617,108.65812,0.4710247555830392,True,True,True,True
1826450488876,0.04954569,0.06761336,100.86993,0.2094250805948139,True,True,True,True
1961399614022,0.036345415,0.05192513,240.55772,0.0200287958329219,True,True,False,True
1965833806776,0.014574289,0.04452364,202.45076,0.470634782655986,True,True,False,True
1506691924324,0.04739436,0.04728676,255.48515,-1.2421767839719629,True,True,False,False
1724492879248,0.03697552,0.099784404,156.25589,-0.024214536541785,True,False,False,False
1816577735504,0.062611364,0.012547024,592.1386,0.8547835943310013,True,True,False,True
1821347491038,0.012149485,0.037166156,249.9144,-1.3024590184341842,True,True,False,False
1768648873034,0.002912022,0.03498176,160.20645,-0.1033118237552984,True,True,False,False
1821048115006,0.028201373,0.04630098,231.06693,-1.3923420632178374,True,True,False,False
1879147093730,0.033431493,0.027628193,167.98195,0.7323755656963478,True,True,False,True
1199286147560,0.03584633,0.053098824,134.34727,0.0989425889617862,True,True,True,True
1199285341748,0.02478971,0.018656665,105.303474,1.8327067488556923,True,True,True,True
1382173358354,0.0062035685,0.051222842,222.13571,0.0534199957521672,True,True,False,True
1057052987852,0.017906904,0.019911295,184.83339,-0.5517538039750784,True,True,False,False
1235818335730,0.004052037,0.011549005,158.91643,1.169577710841421,True,True,False,True
1193260551202,0.02770076,0.037057497,248.90895,-0.3710764273702687,True,True,False,False
1321220127658,0.046291396,0.09907304,99.51076,-0.5254269466115635,True,False,True,False
1298050063494,0.012967559,0.03089948,154.78165,-0.6363674889755002,True,True,False,False
1311394244214,0.028428305,0.026582345,164.75508,-0.2716395795414251,True,True,False,False
1477134039308,0.059096985,0.05643986,154.96326,-3.0230124601929047,True,True,False,False
1466663061524,0.055543683,0.12193001,117.935265,0.9957981569328892,True,False,True,True
1325667651222,0.018493889,0.06713508,209.66524,-0.6083914188542554,True,True,False,False
1333612908740,0.02373743,0.040929206,93.97406,0.3487075703465437,True,True,True,True
1027184336548,0.017395804,0.035804756,167.99626,1.2470015603870783,True,True,False,True
1060846597174,0.014382251,0.023384174,120.001915,2.23153104444626,True,True,True,True
1238337757224,0.05524525,0.06645527,268.8512,-1.508609407929381,True,True,False,False
1295487048486,0.012556897,0.05441288,168.96236,-1.7027688557113891,True,True,False,False
1371373345656,0.017792683,0.038322352,43.34664,1.842282726483407,True,True,True,True
1433921813132,0.005003683,0.041837256,184.03908,0.5777986661789701,True,True,False,True
1137381769640,0.0050113876,0.026022408,45.980503,2.8417491240748696,True,True,True,True
1034186661772,0.0883083,0.057946004,315.27057,-1.7415428822926045,False,True,False,False
1487923270536,0.010862879,0.03618059,111.6997,4.4161107803641695,True,True,True,True
1364088127486,0.014989016,0.017362632,83.61571,0.4906443190012005,True,True,True,True
1401883943830,0.05911503,0.0409147,192.48868,-0.5826555296219353,True,True,False,False
1591413393746,0.020513918,0.054687712,145.6388,-0.4503475206093136,True,True,True,False
1564747837210,0.038357638,0.055251505,323.4515,-1.404637816029249,True,True,False,False
1646347831222,0.013665098,0.026845217,99.9026,0.7252808522963358,True,True,True,True
1638101736282,0.103060775,0.081867315,85.529945,1.5025943786590863,False,False,True,True
1859093438138,0.05101101,0.03013117,299.76498,-0.3922447303273769,True,True,False,False
1533018365764,0.034452613,0.049573407,156.76547,0.3685149916813057,True,True,False,True
1565088490348,0.008851798,0.01623628,95.97172,1.24233855880241,True,True,True,True
1667647981018,0.10826634,0.041489974,194.89767,-1.6752491196227088,False,True,False,False
1944203867568,0.032735143,0.026390012,54.303333,1.6585162164569682,True,True,True,True
1876562784998,0.028842738,0.02894611,34.14689,2.934042294958809,True,True,True,True
1576506436902,0.07955153,0.066266306,113.56327,-1.206576909834592,False,True,True,False
1962280787874,0.07586777,0.06877212,638.49524,-2.0921935516010444,False,True,False,False
1515224950230,0.012163033,0.022706397,74.425835,2.141959020122936,True,True,True,True
1773697922570,0.022979919,0.033012822,82.54533,2.4381295787063437,True,True,True,True
1987386489630,0.012706742,0.046758167,133.23224,1.1918113854695862,True,True,True,True
1983902085360,0.03844391,0.08710569,347.22015,-3.537547218288653,True,False,False,False
2002632640858,0.092904486,0.09452219,382.64853,-3.332871034041735,False,False,False,False
1246952602464,0.014077872,0.03711833,100.29969,2.033316359150908,True,True,True,True
1488581392516,0.033290874,0.085747674,323.89066,-1.1121719951643236,True,False,False,False
1249837801228,0.05208716,0.11066252,379.36658,-3.0593966352693185,True,False,False,False
1074547382872,0.011374705,0.027123122,72.42546,2.120026759509032,True,True,True,True
1027871792368,0.02669807,0.115651205,150.31874,-1.034278650263399,True,False,False,False
1301575921640,0.083781205,0.043414876,285.51443,-2.8842291452851034,False,True,False,False
1017698780280,0.017357524,0.03685825,69.66873,1.5395643880220236,True,True,True,True
1265684168364,0.028186888,0.02159003,159.29726,0.844493793500159,True,True,False,True
1288871671364,0.105163276,0.050658237,168.79074,-2.9629917210322567,False,True,False,False
1088534114758,0.017358338,0.040437203,224.9997,4.310724732446579,True,True,False,True
1322219158172,0.03031476,0.051902097,180.59146,0.7535642545273387,True,True,False,True
1718146411100,0.012966366,0.026545063,237.85645,0.4470257531197139,True,True,False,True
1812132230970,0.039296024,0.07429796,136.42398,-2.343735405282909,True,False,True,False
1881049467882,0.01611649,0.0732469,161.56963,0.803366903695985,True,False,False,True
1619722622106,0.056833465,0.11118262,251.16481,-1.322892274020788,True,False,False,False
1585116243412,0.06597715,0.04962678,174.75096,0.0798822856372024,True,True,False,True
1660367979214,0.074585915,0.024712915,160.3419,-1.6223226832541129,False,True,False,False
1795942215180,0.029796826,0.06289388,76.892105,0.7960179357249372,True,True,True,True
2008046180528,0.04233461,0.081619434,216.72713,-0.579850661409792,True,False,False,False
1677205510540,0.023407662,0.032945495,247.30124,-0.965108114053012,True,True,False,False
1689594611786,0.12065405,0.050393995,227.61069,-2.334241891486931,False,True,False,False
1826123523984,0.051218934,0.09743046,271.34018,-1.1407412571864055,True,False,False,False
1981398893136,0.018955573,0.042269383,90.63654,3.686426794940593,True,True,True,True
149955448156,0.023887822,0.015972076,29.229029,4.204044643766144,True,True,True,True
151866314192,0.009278958,0.039385222,192.10239,0.7616266082985266,True,True,False,True
472551534166,0.032635223,0.020567033,200.86378,1.238359690946714,True,True,False,True
320148033716,0.011497285,0.02931029,247.95973,-0.9208533110498852,True,True,False,False
320470190676,0.018369336,0.027088711,138.223,1.9809947764624067,True,True,True,True
11545027314,0.05230439,0.085229166,510.32956,-2.002417943800681,True,False,False,False
92516936770,0.009303393,0.009759781,198.57712,1.189539782102012,True,True,False,True
111879433102,0.0274422,0.02941005,89.14708,2.5096631040624526,True,True,True,True
214440787116,0.02927282,0.02659824,68.58768,2.166075594707099,True,True,True,True
321129195116,0.0768074,0.05582624,86.155075,0.4429186462278601,False,True,True,True
97259604646,0.042212334,0.048311185,149.21655,1.1050336501838622,True,True,True,True
294434180958,0.11632264,0.053124372,381.14633,-0.515813083534596,False,True,False,False
339833897458,0.06860605,0.044317957,116.33534,0.777447644244511,True,True,True,True
366832244788,0.014094684,0.02718,147.49477,-0.471163166388619,True,True,True,False
38845399320,0.038942955,0.08761648,133.37083,0.3697444994012289,True,False,True,True
16622250558,0.060816906,0.019974466,203.48067,0.3548535097085361,True,True,False,True
55995410876,0.010009149,0.028888846,54.935207,1.9886478966816168,True,True,True,True
280798813866,0.024767479,0.07228214,401.80634,-1.4106027456561554,True,False,False,False
363358852728,0.0951246,0.052948095,97.46494,1.1887461016362473,False,True,True,True
412891946956,0.03615859,0.04251242,223.67099,-2.376996905216347,True,True,False,False
654503195082,0.015976414,0.061565492,438.2954,-1.5889354963539593,True,True,False,False
790068838198,0.03789075,0.04663051,158.04211,-1.1135618895783757,True,True,False,False
899614876870,0.09696135,0.014007036,327.63757,-1.87385669067244,False,True,False,False
574185226348,0.031901322,0.039516136,61.814888,2.0276040486580134,True,True,True,True
494177998384,0.0120326495,0.07823638,137.48862,0.4381630478061583,True,False,True,True
899650533728,0.009781257,0.07837572,209.5414,-0.5310993913108967,True,False,False,False
638943658812,0.008314818,0.034299873,155.41469,0.2110381830729731,True,True,False,True
961228045976,0.026819868,0.020242525,87.61083,6.300319559478042,True,True,True,True
904065576428,0.072599135,0.047355916,100.34021,0.7196709925952812,False,True,True,True
682466527654,0.021570932,0.06873422,105.98487,0.2972865442102387,True,True,True,True
524338040382,0.0214806,0.04009361,162.65141,1.1066323949965675,True,True,False,True
103640267402,0.01992963,0.033090573,204.50037,4.7289062917327085,True,True,False,True
255102195672,0.004114246,0.01561339,138.89432,1.300577966223336,True,True,True,True
235725639756,0.052514385,0.049508397,456.9658,-0.1276185486050733,True,True,False,False
231609446086,0.017496267,0.04511368,154.21518,0.952730300882704,True,True,False,True
347492351150,0.006682183,0.025467388,113.14804,1.565378410241062,True,True,True,True
493547570070,0.014170721,0.020602133,120.909294,-0.9015955819378666,True,True,True,False
327817628528,0.05117061,0.07869864,167.20406,-1.957489207060243,True,False,False,False
91279289740,0.045622952,0.04874962,328.15833,0.2748548953975518,True,True,False,True
