# Halo group IDs for phase6_stacked_profiles_comprehensive.png
# Catalog: filtered_haloproperties.hdf5  (run_id 5ee0c456)
# Thresholds: delta1<0.07 (R1), delta2<0.07 (R2),
#             K_core<150 keV cm2 (R3), TPI>0 (R4)
# Columns: row_index  fof_halo_tag  unique_tag  delta1  delta2  K_core  TPI
#

# ── R1  (4,640 halos) ──────────────────────────────
# Description: All DM-relaxed halos (delta1 < 0.07)
# N = 4,640
#  row_index    fof_halo_tag      unique_tag     delta1     delta2      K_core        TPI
        6249   2134700103906   2134700103906    0.01285    0.03592     221.125    -1.8082
        6251   2478249864056   2478249864056    0.01017    0.06613     117.097    -0.5914
        6257   2498912605108   2498912605108    0.04813    0.01639     152.002    -0.0260
        6258   2266172511158   2266172511158    0.06531    0.01441     142.926    -0.5268
        6259   2272845723180   2272845723180    0.01756    0.05698     197.716    -0.6694
        6263   2503649320454   2503649320454    0.04386    0.04726      78.343     9.0960
        6266   2988822350454   2988822350454    0.05651    0.06408     161.758    -0.0908
        6267   2850077577232   2850077577232    0.02429    0.02343     169.777     0.3219
        6268   2744671898874   2744671898874    0.02807    0.04805     107.570     0.9898
        6271   2812614626366   2812614626366    0.04026    0.01348     158.329     2.3098
        6273   2564611977512   2564611977512    0.04579    0.01399     298.332    -0.2027
        6274   2705589673590   2705589673590    0.05679    0.07773     153.563     0.6012
        6275   2569692424568   2569692424568    0.03693    0.05927     261.819    -1.6893
        6276   2617654476112   2617654476112    0.05206    0.03331      86.077     6.8962
        6277   2979303354368   2979303354368    0.05714    0.02720     237.171     0.5930
        6280   2843405147626   2843405147626    0.04775    0.04924     233.222    -1.4486
        6281   2742448252706   2742448252706    0.06608    0.03753     164.988     0.3908
        6283   2953279389726   2953279389726    0.04250    0.02974     110.597     1.2160
        6285   2895490876596   2895490876596    0.03584    0.05121     143.583     0.1900
        6287   2868828419436   2868828419436    0.01759    0.03459     131.585     1.0085
        6289   2108708394912   2108708394912    0.03029    0.01471     101.175     0.8479
        6291   2120783478226   2120783478226    0.04177    0.03639     104.388     0.6031
        6292   2153788474902   2153788474902    0.04028    0.02665     120.572     0.6632
        6294   2377948925402   2377948925402    0.06356    0.04298     129.821     0.7116
        6295   2499884745302   2499884745302    0.04301    0.04964      63.136     2.3228
        6296   2504016764022   2504016764022    0.04000    0.05287     173.714     0.4183
        6297   2047750779884   2047750779884    0.03029    0.04968     155.403     0.6687
        6299   2377657109006   2377657109006    0.01474    0.03548      70.090     2.3305
        6300   2284941143214   2284941143214    0.03314    0.05073     230.225     1.0365
        6301   2323997489716   2323997489716    0.03424    0.06277     223.298    -1.1901
        6302   2270009261810   2270009261810    0.04669    0.06757     152.100     0.5910
        6304   2526877874258   2526877874258    0.05211    0.03158     212.861     1.1814
        6306   2714556034210   2714556034210    0.06689    0.00943     108.703    -0.0064
        6307   2898702212128   2898702212128    0.02088    0.02561      73.849     2.9038
        6308   2938408037580   2938408037580    0.04941    0.01351     121.311     1.8768
        6309   2578950651808   2578950651808    0.01705    0.05682     121.298    -0.5517
        6310   2525283271104   2525283271104    0.02274    0.03620     925.289     0.2186
        6311   2728177543132   2728177543132    0.03437    0.02861     129.069     0.0898
        6312   2574827479256   2574827479256    0.00531    0.01715      76.301     2.5876
        6313   2932664000548   2932664000548    0.05055    0.07839     718.064     0.2221
        6314   2589129360094   2589129360094    0.06189    0.05382     117.859     1.0781
        6315   2603107648872   2603107648872    0.05107    0.02598     401.391    -0.4760
        6316   2853299196490   2853299196490    0.03815    0.07054     116.426     1.5949
        6319   2990160195060   2990160195060    0.01681    0.01863      51.255     2.6460
        6321   2976192313972   2976192313972    0.04034    0.03531     171.530     0.6623
        6324   2229022395176   2229022395176    0.04908    0.02252      47.133     2.6256
        6325   2293483415054   2293483415054    0.03606    0.03247     333.961    -2.1711
        6326   2298235708076   2298235708076    0.06296    0.05684      59.921     3.0501
        6327   2467472481528   2467472481528    0.05425    0.06467     137.190     0.0155
        6328   2060714116570   2060714116570    0.03991    0.02596      70.773     0.8773
        6330   2222970188656   2222970188656    0.06110    0.05173     157.044    -0.1772
        6333   2198858752308   2198858752308    0.06834    0.03198     256.033    -0.9729
        6334   2106132581362   2106132581362    0.03841    0.02434     139.058     1.1102
        6337   2731642115480   2731642115480    0.05989    0.01484      98.537    -0.9832
        6339   2668475820812   2668475820812    0.02271    0.02606     130.372     2.3249
        6343   2778647146782   2778647146782    0.06142    0.02575      88.413     0.5297
        6344   2814851331770   2814851331770    0.02873    0.01719     150.979    -0.2003
        6346   2597640789722   2597640789722    0.02076    0.06430     179.986    -0.8492
        6347   2524284699106   2524284699106    0.04333    0.04846      88.724     1.0573
        6354   2915797341950   2915797341950    0.04288    0.03140     137.569     0.2345
        6355   2579871059324   2579871059324    0.04145    0.05194     211.201     0.0453
        6357   2663078057942   2663078057942    0.04879    0.04612     146.588     0.1072
        6359   2058220524870   2058220524870    0.02147    0.03335     265.792     0.9802
        6361   2154104735414   2154104735414    0.04622    0.04536     196.796    -0.1799
        6365   2162062190740   2162062190740    0.02911    0.06058     181.329     0.6409
        6367   2315744919090   2315744919090    0.01862    0.01175     148.870     1.4981
        6369   2489115425762   2489115425762    0.04986    0.04320      76.328     9.0981
        6370   2253500037648   2253500037648    0.03205    0.00797      52.806     3.9130
        6372   2399862420170   2399862420170    0.03432    0.02941     144.619     0.2343
        6374   2032192782518   2032192782518    0.06755    0.03045      75.287     0.6616
        6378   2248754501416   2248754501416    0.06302    0.08962      80.084     1.5376
        6379   2338284127980   2338284127980    0.05326    0.05128     164.044     1.9614
        6382   2931401432412   2931401432412    0.04040    0.02107     162.452    -0.1686
        6383   2699312405874   2699312405874    0.04985    0.06978     141.863    -1.0424
        6385   2574193197308   2574193197308    0.06169    0.01611     109.823     0.6340
        6387   2520533299808   2520533299808    0.03675    0.02070      77.656     1.0842
        6388   2650412739566   2650412739566    0.03798    0.02359     147.585     0.9924
        6390   2724712722694   2724712722694    0.04099    0.04578     155.460     1.9808
        6391   2785347349210   2785347349210    0.05206    0.03604      82.162     2.4853
        6392   2882511039976   2882511039976    0.03267    0.02071     137.559     1.4337
        6394   3024709090692   3024709090692    0.03823    0.05629     234.007    -0.1174
        6399   3145058292970   3145058292970    0.06755    0.01960     188.050    -0.4846
        6401   3318115790150   3318115790150    0.04186    0.04811     129.104     4.0174
        6402   3252701605670   3252701605670    0.04620    0.02222      73.361     2.0455
        6403   3046289868652   3046289868652    0.02819    0.01537     158.508     0.8711
        6406   3150472187400   3150472187400    0.04241    0.02817     127.014    -4.2404
        6407   3360671056944   3360671056944    0.06673    0.05857     155.777    -0.4611
        6409   3753424269958   3753424269958    0.04073    0.04746     197.743    -1.7525
        6415   3810584800080   3810584800080    0.01203    0.04580     199.870     0.7259
        6417   3672441349258   3672441349258    0.04182    0.06702     332.981    -2.3341
        6418   3578785877246   3578785877246    0.01653    0.02970     160.796     3.0370
        6419   3711501879000   3711501879000    0.04677    0.01884    1087.021     0.6124
        6420   3607356301776   3607356301776    0.06883    0.04216      93.031    -0.4106
        6421   3703882861196   3703882861196    0.03961    0.04715     104.446     0.6528
        6423   3930267891864   3930267891864    0.02411    0.02110      80.148     4.0307
        6424   3639452659198   3639452659198    0.06357    0.04594     127.921     0.1577
        6425   3690569045362   3690569045362    0.02447    0.01562      60.351    -0.2426
        6426   3511793366160   3511793366160    0.02884    0.03729      37.781     2.3310
        6431   3788038865706   3788038865706    0.02528    0.06342     175.478     1.4426
        6432   3752171176664   3752171176664    0.03917    0.05455     240.952    -1.1097
        6433   3920776362912   3920776362912    0.05980    0.08908     165.729    -0.8629
        6436   3270499206262   3270499206262    0.06441    0.09051     194.675    -0.6039
        6437   3375913024556   3375913024556    0.03539    0.03425      70.892     0.8461
        6440   3364192301716   3364192301716    0.00917    0.02407     100.342     1.8028
        6445   3205733418250   3205733418250    0.04399    0.04620     132.564     1.1468
        6446   2993626454960   2993626454960    0.04272    0.01845     152.221     0.5953
        6448   3788688342886   3788688342886    0.06140    0.03675     211.089    -0.4315
        6453   3566126757986   3566126757986    0.04428    0.03934     199.079    -2.2391
        6454   3664231995442   3664231995442    0.03448    0.03911     101.914     1.3907
        6457   3721711633824   3721711633824    0.03845    0.03321     112.514     1.0037
        6459   3677581569676   3677581569676    0.03647    0.03145     184.445     1.5575
        6460   3726809895520   3726809895520    0.05636    0.06176     108.620     0.0931
        6464   3017408048768   3017408048768    0.01908    0.03401     333.222     0.8186
        6465   3216170176562   3216170176562    0.04770    0.04077     191.829     0.7909
        6466   3264439465824   3264439465824    0.01298    0.03315     108.143    -0.4930
        6471   3148562079938   3148562079938    0.01378    0.03109      77.601     1.3899
        6476   3115838294154   3115838294154    0.03894    0.03625     110.749     0.6379
        6479   3029492307344   3029492307344    0.02636    0.09258     210.831    -1.1122
        6480   3172374064698   3172374064698    0.01288    0.04714     185.415     0.7848
        6481   3115846937126   3115846937126    0.02856    0.03714     133.392     0.1033
        6487   3590533993442   3590533993442    0.05410    0.02443     102.339     2.1534
        6490   3810569228720   3810569228720    0.03531    0.01968      64.674     1.7237
        6493   3610857237852   3610857237852    0.04348    0.01691      99.061     2.8532
        6495   3527682697904   3527682697904    0.02439    0.02538     152.630     0.4030
        6496   3621340388728   3621340388728    0.04101    0.01406     125.170    -0.1274
        6498   3791854650902   3791854650902    0.06635    0.05409      91.294     1.8105
        6504   3599124295914   3599124295914    0.03985    0.03372     177.077     0.2618
        6505   3582287471514   3582287471514    0.05884    0.01412     124.403     1.4296
        6507   3563246502554   3563246502554    0.01024    0.03108     180.271     0.3327
        6508   3746446772160   3746446772160    0.06980    0.02075     120.763     2.3044
        6509   3023473713992   3023473713992    0.01254    0.01916      40.592     2.2136
        6510   3099680379726   3099680379726    0.05299    0.05820     131.980     0.1508
        6513   3027618736210   3027618736210    0.04215    0.02738     165.646     1.1075
        6515   3115886651022   3115886651022    0.03250    0.01744     146.665     0.0674
        6516   3170185191532   3170185191532    0.01770    0.04555      87.250     2.4142
        6517   3173355881138   3173355881138    0.02647    0.01409      90.617     2.9383
        6518   3114306963662   3114306963662    0.01381    0.01602     206.247     1.4097
        6519   3317515352782   3317515352782    0.04487    0.04162     174.725     0.8150
        6521   3414038863334   3414038863334    0.04736    0.02302      54.581     1.8966
        6523   3208580416508   3208580416508    0.01928    0.02109     389.482     0.3841
        6527   3258755506368   3258755506368    0.02655    0.02605     153.314     0.5913
        6531   3084139969968   3084139969968    0.01720    0.03253     145.362     3.1095
        6535   3799486823820   3799486823820    0.04924    0.03371      75.540     3.3104
        6537   3523281971276   3523281971276    0.06856    0.04093     312.545    -3.2491
        6538   3618214302620   3618214302620    0.01186    0.02061     118.048     1.4736
        6540   3589317790806   3589317790806    0.04152    0.04632     160.657     0.2308
        6543   3950979345578   3950979345578    0.02443    0.03098      77.349     1.0399
        6544   3516896670748   3516896670748    0.04594    0.02824     257.066    -0.9916
        6545   3702970270414   3702970270414    0.03953    0.01774     139.191    -2.2882
        6549   3565494771024   3565494771024    0.06265    0.04112     137.518     0.3727
        6550   3654411610188   3654411610188    0.04156    0.03780     206.286     0.9435
        6551   3939536808754   3939536808754    0.02361    0.03620     251.862     1.9177
        6554   2327515785412   2327515785412    0.04765    0.04670     168.015     1.3271
        6555   2368476269018   2368476269018    0.06696    0.05021     179.636    -0.2656
        6557   2045882374848   2045882374848    0.02061    0.01891      91.245     0.4029
        6558   2010966842348   2010966842348    0.03164    0.02599     286.810    -1.3296
        6562   2066505729292   2066505729292    0.06226    0.06510    3234.120    -2.6805
        6563   2456416281612   2456416281612    0.02935    0.02109      64.682     2.2200
        6564   2428796653986   2428796653986    0.04759    0.01386     161.738     1.6585
        6565   2475156463778   2475156463778    0.02517    0.03050     157.266    -0.0392
        6567   2075419724432   2075419724432    0.01727    0.02142     177.119     0.7451
        6568   2114154695404   2114154695404    0.04194    0.07418     111.009    -0.4814
        6572   2504683099906   2504683099906    0.06328    0.05977     171.309    -1.1912
        6576   2521540741714   2521540741714    0.06628    0.04739     236.460    -1.3951
        6578   2856525047188   2856525047188    0.02603    0.03779     145.456     1.8572
        6582   2813323454076   2813323454076    0.05317    0.04761     173.598    -2.9653
        6586   2870178433450   2870178433450    0.01922    0.01554     172.606    -0.2314
        6587   2880334814210   2880334814210    0.06920    0.03358     149.900    -0.7971
        6588   2950823826108   2950823826108    0.05825    0.02814     232.956     0.0326
        6590   2946702265748   2946702265748    0.03968    0.03327     152.846    -0.3268
        6592   1982404834852   1982404834852    0.04410    0.03339      49.014     2.5983
        6594   2332626622776   2332626622776    0.06492    0.04454      71.696     2.9791
        6595   2339304319986   2339304319986    0.04063    0.03587     126.189     0.5835
        6598   2403783258574   2403783258574    0.01396    0.05843     158.000     0.8698
        6599   2221808590882   2221808590882    0.03688    0.00569      70.523     1.6315
        6600   1980811567302   1980811567302    0.05546    0.02374     150.750    -2.9678
        6602   2340252825244   2340252825244    0.01928    0.00588     106.738     0.9967
        6603   2249769427534   2249769427534    0.02459    0.06208     206.144    -2.6401
        6604   2044352811730   2044352811730    0.02808    0.04054     167.313     0.0457
        6606   2062751685464   2062751685464    0.06869    0.01859      61.024     0.3659
        6608   2318042401334   2318042401334    0.05752    0.04280     152.749     0.8366
        6609   2330437575836   2330437575836    0.01611    0.05957     228.310     2.2660
        6610   2481254384480   2481254384480    0.02101    0.04908     241.883    -0.0776
        6612   2748892520150   2748892520150    0.05508    0.04159     280.318     1.1358
        6613   2731113290656   2731113290656    0.02464    0.04773      40.591     3.3320
        6614   2882896039950   2882896039950    0.04970    0.03635     214.293     0.8480
        6615   2526308784718   2526308784718    0.02999    0.02620     125.753    -0.7494
        6616   2551398156602   2551398156602    0.05274    0.02890     163.147    -0.8025
        6618   2850830201020   2850830201020    0.04109    0.06960     165.570    -0.5084
        6620   2696202446368   2696202446368    0.04817    0.00825     165.600    -1.7144
        6622   2916260967668   2916260967668    0.03848    0.07781     198.668    -0.2050
        6623   2836559794778   2836559794778    0.04924    0.01746     226.649    -0.4048
        6624   2909591032448   2909591032448    0.03018    0.03038      63.483     1.1293
        6627   2007129817666   2007129817666    0.04008    0.01572     167.029    -0.0765
        6628   2344331899976   2344331899976    0.02819    0.02353     272.680     0.6854
        6631   2503096184632   2503096184632    0.06988    0.05817     127.895    -2.2433
        6632   2372923694102   2372923694102    0.03801    0.01904     101.884     1.0314
        6633   2265279248928   2265279248928    0.03700    0.01123     203.132     0.8338
        6636   2101141038524   2101141038524    0.04010    0.05384     121.867     0.1903
        6638   2112252726930   2112252726930    0.03753    0.09501     202.664    -2.0175
        6640   2169731054482   2169731054482    0.06505    0.02932     107.386    -0.8175
        6642   2098900810134   2098900810134    0.01362    0.05313      96.374     1.2301
        6643   2157638129670   2157638129670    0.06213    0.02292     400.623    -1.7723
        6645   1990937384084   1990937384084    0.04357    0.05307      62.326     2.0103
        6647   2332282042904   2332282042904    0.04347    0.08403     167.866    -1.2853
        6648   2413877374362   2413877374362    0.01521    0.02263      97.128     0.5493
        6649   2359256627314   2359256627314    0.00614    0.06246     116.856     1.0685
        6651   2384666543442   2384666543442    0.05310    0.01797     130.107     1.0223
        6653   2380866005360   2380866005360    0.04688    0.08172      92.668    -0.2948
        6655   2800612071050   2800612071050    0.05727    0.09680     146.281    -2.0626
        6658   2917157610850   2917157610850    0.06809    0.04147     142.889     1.1165
        6659   2872716402648   2872716402648    0.05041    0.05672      45.814     3.0141
        6660   2525000882836   2525000882836    0.03601    0.08619      58.593     1.9569
        6662   2654881708460   2654881708460    0.02331    0.03068     200.531     0.5026
        6663   2770776305770   2770776305770    0.06247    0.07815     151.808    -0.7715
        6665   2949221412020   2949221412020    0.04630    0.02736     185.756     0.5718
        6668   2661886275144   2661886275144    0.02096    0.04089     193.553     1.4301
        6669   2804453258056   2804453258056    0.02952    0.05113     330.446     0.9894
        6672   2203402336160   2203402336160    0.01604    0.02257     230.244     0.9339
        6673   2164017584530   2164017584530    0.05645    0.04512     227.158    -2.3845
        6674   2154184998190   2154184998190    0.04622    0.05783     145.731    -1.4732
        6676   2132291337834   2132291337834    0.06444    0.00925      55.731     3.2143
        6677   2099277398112   2099277398112    0.03550    0.02237     169.561     0.2921
        6678   2187227565810   2187227565810    0.06955    0.06524     181.800    -1.2942
        6679   2159922685504   2159922685504    0.06290    0.10639      89.784     5.9973
        6682   2087195435314   2087195435314    0.05846    0.04679     444.476    -1.3462
        6683   2321511764094   2321511764094    0.06769    0.00974     152.168     0.6547
        6685   2264674299086   2264674299086    0.02868    0.03532      49.171     3.5180
        6686   2394858027752   2394858027752    0.01642    0.03398      83.914     1.5256
        6690   2751442360550   2751442360550    0.01646    0.04347     228.790    -0.7683
        6694   2763838945936   2763838945936    0.02956    0.01585     201.641    -0.1827
        6695   2899742949188   2899742949188    0.06931    0.03292     210.300     1.6044
        6699   2948627574710   2948627574710    0.03962    0.05667     180.676     0.7174
        6701   2725737429242   2725737429242    0.05096    0.03790     125.705     0.2039
        6703   2565071402700   2565071402700    0.05353    0.09929     138.620    -0.6036
        6705   2560003985528   2560003985528    0.04483    0.04790      97.671     1.2497
        6709   3313415385254   3313415385254    0.04895    0.04251     129.844    -0.0294
        6719   3249913731040   3249913731040    0.04302    0.07221     205.149    -0.2413
        6720   3053054430072   3053054430072    0.05881    0.04064     232.305    -0.8988
        6721   3241028085542   3241028085542    0.04836    0.07435     195.426     0.1537
        6723   3148322325164   3148322325164    0.06847    0.05467     207.657    -0.2428
        6724   3487436405890   3487436405890    0.03002    0.03667     139.825    -0.1288
        6726   3640764318052   3640764318052    0.03831    0.02618     100.880     0.4311
        6727   3668717241768   3668717241768    0.03474    0.03670     147.517     0.3838
        6729   3972257566242   3972257566242    0.01310    0.01068      72.613     2.3853
        6732   3518855589922   3518855589922    0.01139    0.03277      83.051     1.7307
        6734   3722391403078   3722391403078    0.06105    0.02663     199.427    -1.7857
        6735   3506804597208   3506804597208    0.04779    0.03510     151.005     1.1049
        6736   3761772804502   3761772804502    0.06942    0.07003      65.414     0.8233
        6739   3085149652616   3085149652616    0.05229    0.04642      73.303     1.0187
        6741   3168030512164   3168030512164    0.05128    0.03538     101.575    -0.2689
        6749   3202320859922   3202320859922    0.03361    0.05084     149.150     1.0331
        6750   3309312474140   3309312474140    0.05341    0.05623     205.788    -0.2710
        6752   3441401500918   3441401500918    0.02710    0.04369     112.897     1.2881
        6754   3237263784256   3237263784256    0.02519    0.02374     118.940     1.4424
        6757   3306173412166   3306173412166    0.00681    0.04862     244.161    -0.9632
        6758   3662716012538   3662716012538    0.06671    0.07374     384.544    -0.7080
        6759   3589697626628   3589697626628    0.02478    0.02551      55.738     0.4342
        6761   3872912085708   3872912085708    0.06041    0.08947     188.345    -1.6779
        6762   3760205967862   3760205967862    0.01678    0.02278     192.707    -1.2395
        6767   3819277967942   3819277967942    0.05531    0.02363     223.687     0.6534
        6768   3865002258998   3865002258998    0.05976    0.01772     170.060     0.6788
        6769   3906588710794   3906588710794    0.01494    0.04039     163.026     3.4053
        6772   3682733030316   3682733030316    0.04450    0.06482     297.083     0.7844
        6774   3959924033926   3959924033926    0.01724    0.07891     202.014    -1.9985
        6775   3578606554040   3578606554040    0.03667    0.01773      69.228     1.7701
        6778   3693219834000   3693219834000    0.03317    0.04531     166.977     0.1156
        6779   3990098589570   3990098589570    0.04299    0.05944     174.647     3.1819
        6780   3982170367102   3982170367102    0.05864    0.06355     102.288     1.1877
        6783   3004139997520   3004139997520    0.01733    0.05042     132.678     0.8661
        6786   3238799071242   3238799071242    0.03504    0.03068     143.421    -0.2015
        6787   3217858676602   3217858676602    0.04829    0.06790     150.945     0.6406
        6788   3283588416580   3283588416580    0.04529    0.02893     161.238    -0.4807
        6789   3421705660532   3421705660532    0.04121    0.03258     109.339     1.1924
        6791   3295619754564   3295619754564    0.05008    0.03331     133.861    -0.4049
        6792   3267050363294   3267050363294    0.06102    0.07015     307.986    -4.3805
        6795   3143549170990   3143549170990    0.06367    0.03161     140.307    -0.4218
        6796   3115615097662   3115615097662    0.03563    0.01425     110.215     1.2096
        6800   3419803415262   3419803415262    0.05179    0.02955      85.055     2.1980
        6801   3668075199050   3668075199050    0.04417    0.05452      84.904     2.3867
        6804   3576322855938   3576322855938    0.04376    0.11149     252.785    -2.2297
        6805   3826521761382   3826521761382    0.03647    0.04868     182.489     1.2588
        6806   3877329270586   3877329270586    0.02141    0.02349      44.542     3.3425
        6810   3908450767116   3908450767116    0.06091    0.02845     195.006     2.5762
        6812   3888136114488   3888136114488    0.03412    0.05167     232.723    -0.5456
        6814   3765236069380   3765236069380    0.04023    0.02305      73.500     1.9612
        6816   3699846075594   3699846075594    0.05800    0.08253     216.925    -2.7362
        6819   3694458971290   3694458971290    0.01395    0.03051      82.741     1.4546
        6822   3431894146314   3431894146314    0.02247    0.05614     249.167     0.1363
        6825   3129299979988   3129299979988    0.06602    0.04657     212.038    -1.7150
        6827   3122965053624   3122965053624    0.04790    0.03910     108.821     0.3429
        6829   3068967477110   3068967477110    0.02781    0.03925     227.590     0.7535
        6833   3287404831912   3287404831912    0.01606    0.02739      43.529     3.4922
        6834   3447760420710   3447760420710    0.02510    0.05603     301.815    -0.4000
        6835   3449669446646   3449669446646    0.05721    0.05648     108.481    -0.0773
        6836   3409027391458   3409027391458    0.02787    0.03394     107.704     0.1638
        6840   3109931892606   3109931892606    0.06090    0.02740     186.621    -1.4878
        6842   3730360578450   3730360578450    0.04591    0.10922     171.727     1.3323
        6844   3767507191836   3767507191836    0.06951    0.05529     211.566     0.2038
        6845   3896733624092   3896733624092    0.05810    0.04199      74.315     1.3760
        6846   3565895877962   3565895877962    0.06147    0.04151     137.141     1.0980
        6847   3669083854892   3669083854892    0.05216    0.05571     178.165    -0.8025
        6848   3874852589136   3874852589136    0.05848    0.01456     359.722    -0.0863
        6849   3824045559346   3824045559346    0.04588    0.02162     187.713     2.1377
        6851   3661767162160   3661767162160    0.04513    0.02317     158.189     0.0618
        6852   3638907939752   3638907939752    0.06865    0.02163     111.256     2.2191
        6855   3992936388908   3992936388908    0.05654    0.00973      80.275     2.5051
        6857   3765921433420   3765921433420    0.05787    0.05118      94.521     0.1064
        6858   3673226483818   3673226483818    0.04503    0.06744     176.399    -0.1158
        6859   3823407571940   3823407571940    0.01380    0.01150     108.741     0.7774
        6862   3839606711948   3839606711948    0.00834    0.00590      68.646     2.5690
        6866   2345522527380   2345522527380    0.03086    0.03507     177.336     0.9325
        6867   2387119688392   2387119688392    0.04672    0.03840     275.781     1.1288
        6868   2429032682134   2429032682134    0.03764    0.01416     224.349     1.4201
        6869   2190287353120   2190287353120    0.04267    0.01395      69.857     2.5120
        6870   2350622755500   2350622755500    0.05280    0.01940     280.447    -2.8136
        6872   2432871220870   2432871220870    0.05043    0.01476     207.313    -5.1363
        6873   2357610136298   2357610136298    0.04266    0.05861     152.253     0.5324
        6879   2412214631374   2412214631374    0.02086    0.05073     164.930    -0.6089
        6882   2478262672902   2478262672902    0.01257    0.04305     168.485     0.1600
        6884   2109956482136   2109956482136    0.06269    0.02556     168.724    -0.3035
        6886   2004851591686   2004851591686    0.03852    0.08118     166.780    -0.3493
        6891   2884686280342   2884686280342    0.05436    0.02658     192.790     1.2935
        6892   2937392332764   2937392332764    0.02433    0.05436     292.309    -2.8195
        6894   2592895278058   2592895278058    0.04906    0.03244     118.050    -0.3285
        6895   2730700394196   2730700394196    0.02524    0.03244     228.301     1.3729
        6897   2951379617658   2951379617658    0.04944    0.04366     107.639     0.8317
        6900   2580808982596   2580808982596    0.05155    0.05713     265.861     0.5028
        6902   2881823158322   2881823158322    0.02458    0.02767     238.133    -0.2174
        6904   2695776623118   2695776623118    0.06314    0.03225     206.766     0.6133
        6905   2640205911748   2640205911748    0.04796    0.03937     154.371     1.0479
        6906   2867236466000   2867236466000    0.01628    0.02141     111.846    -1.3622
        6907   2054412051752   2054412051752    0.03027    0.09526     144.273     1.6023
        6908   2203319633652   2203319633652    0.06076    0.05168     103.757     0.2389
        6912   2099520328622   2099520328622    0.05413    0.06220     175.828    -2.9266
        6916   2251901504944   2251901504944    0.03516    0.05022      65.106     5.8941
        6917   2492257467008   2492257467008    0.04635    0.02973     285.960    -0.6444
        6918   2363350068266   2363350068266    0.03497    0.02004      85.654     2.1465
        6920   2324940429762   2324940429762    0.02407    0.05861     250.697     0.2385
        6922   2102364780684   2102364780684    0.02690    0.04525     130.241     1.7813
        6923   2005527355370   2005527355370    0.04308    0.01639     127.604     1.1057
        6925   2447187797160   2447187797160    0.05815    0.09447     101.939     1.3272
        6929   2770415443514   2770415443514    0.04898    0.04999     127.801     0.9752
        6930   2935513949304   2935513949304    0.01163    0.02917     194.904     0.3516
        6932   2636762127864   2636762127864    0.04150    0.02589      70.344     4.6317
        6933   2519281139664   2519281139664    0.02290    0.01181     115.081     1.8803
        6934   2865997103272   2865997103272    0.04474    0.05325      77.723     1.3550
        6936   2821555618184   2821555618184    0.03053    0.05746     157.200    -0.1531
        6939   2750091594218   2750091594218    0.05980    0.01084     218.164    -2.0849
        6940   2704688553798   2704688553798    0.05718    0.03456     112.207     1.7564
        6942   2690409779656   2690409779656    0.03486    0.03337     294.951    -2.6341
        6943   2795513233456   2795513233456    0.04244    0.02290      83.527     1.9648
        6948   2204258008176   2204258008176    0.03775    0.02844     118.961    -0.1810
        6949   2191879667732   2191879667732    0.06049    0.02409     149.552     0.5445
        6951   2363012188138   2363012188138    0.03219    0.03073     136.891     1.6745
        6952   2069914643840   2069914643840    0.05696    0.03474     126.689     0.2097
        6953   2091202519700   2091202519700    0.05972    0.02848      87.440     1.7897
        6956   2404906257482   2404906257482    0.02976    0.03381     205.003    -2.1990
        6957   2036914990974   2036914990974    0.02590    0.04459     363.731    -1.7770
        6962   2512543267258   2512543267258    0.02238    0.01487     134.113     0.3844
        6963   2738611458490   2738611458490    0.03911    0.03514     190.742     0.5982
        6965   2807518338910   2807518338910    0.03868    0.02663     186.638    -0.2973
        6967   2818327929306   2818327929306    0.02360    0.02114      91.784     1.0781
        6970   2600511200424   2600511200424    0.02908    0.02790     107.126     1.1666
        6972   2889787720464   2889787720464    0.02260    0.01645     125.698     1.2756
        6973   2840237187974   2840237187974    0.04705    0.04501      64.113     2.6466
        6974   2871689358638   2871689358638    0.02876    0.02739      96.150     1.3391
        6976   2980885772118   2980885772118    0.02864    0.02197     212.423    -0.1581
        6977   2856729631606   2856729631606    0.03492    0.01275      92.388     2.2070
        6978   2989458032240   2989458032240    0.04762    0.02774     153.349     0.5647
        6980   2601153852062   2601153852062    0.01708    0.00910     111.343     2.8439
        6981   2622110449462   2622110449462    0.02542    0.06521     265.044    -0.7040
        6985   2371597852192   2371597852192    0.06118    0.05911     135.353     0.1163
        6988   2049346426902   2049346426902    0.03061    0.04530      85.519     2.1285
        6991   2279863476944   2279863476944    0.03395    0.03133     177.003    -1.4527
        6992   2453230405016   2453230405016    0.02233    0.03002     155.604     1.3553
        6995   2221102773412   2221102773412    0.06328    0.07366     161.534    -0.3982
        6997   2176973566802   2176973566802    0.04198    0.02711     107.024     1.3970
        6998   2232534326238   2232534326238    0.06256    0.03430     170.630     0.3584
        7004   2140148152094   2140148152094    0.01644    0.04619      90.085     2.0719
        7005   2156021632682   2156021632682    0.02065    0.02753      86.122     1.4339
        7006   2353843849104   2353843849104    0.03055    0.02685      95.471     2.7275
        7008   2583708092730   2583708092730    0.03562    0.05853     125.340    -0.0025
        7009   2866618815178   2866618815178    0.04373    0.07838      43.129     1.4172
        7010   2785643429374   2785643429374    0.06391    0.06532     138.641    -1.2802
        7013   2940305857692   2940305857692    0.05504    0.02179     166.596    -0.6409
        7014   2829480820258   2829480820258    0.04369    0.02321     155.078     1.5664
        7016   2868214204242   2868214204242    0.04382    0.02981     151.170    -0.2834
