# Full shortlist: 30 extreme halos per group (32 groups total)
# Catalog: filtered_haloproperties.hdf5  (run_id 5ee0c456)
# Thresholds: delta1<0.07 (R1), delta2<0.07 (R2), K_core<150 keV cm2 (R3), TPI>0 (R4)
# N per group: 30
#
# SECTION 1: Individual criteria (8 groups)
# SECTION 2: Pairwise criteria (24 groups: pairs {R1,R2},{R1,R3},{R1,R4},{R2,R3},{R2,R4},{R3,R4})
#

# ── R1  (group size: 4,640; showing 30 extreme) ─────────────────
# DM-relaxed (delta1 < 0.07); sorted by smallest delta_1
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
    21      9064   2667410916068   2667410916068   0.16116   0.03523   2866.717   -5.6308
    22      4029   3225575838888   3225575838888   0.06052   0.03766   2836.013    2.7309
    23      9567   3183689522150   3183689522150   0.08668   0.02866   2815.408    3.5567
    24      3945   3439902211520   3439902211520   0.06771   0.02917   2678.551    0.1678
    25      2220   2931447591428   2931447591428   0.10556   0.05818   2582.049    0.6698
    26      2430   3084174913932   3084174913932   0.11069   0.05682   2546.714   -1.1673
    27      1450   3866781896838   3866781896838   0.39537   0.05875   2537.056   -4.2439
    28      9027   3173827878158   3173827878158   0.06507   0.05118   2354.672   -2.1591
    29      9487   2865186851624   2865186851624   0.08807   0.03957   2354.612   -1.4467
    30      4764   2721446792376   2721446792376   0.05418   0.02856   2112.735    4.9653

# ── notR2_andR3  (group size: 726; showing 30 extreme) ─────────────────
# NOT R2 AND R3: gas-displaced + cool-core (K); sorted by smallest K_core
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      8419   1798643472390   1798643472390   0.15637   0.07057     10.740    3.8230
     2      7776   1139810558314   1139810558314   0.12082   0.10226     30.102   30.8990
     3      6049    613287231408    613287231408   0.07333   0.11009     34.617   -2.5728
     4      3207    398021236162    398021236162   0.10089   0.08474     43.069    1.1027
     5      6052    966679002604    966679002604   0.30192   0.14003     43.118    2.7890
     6      7009   2866618815178   2866618815178   0.04373   0.07838     43.129    1.4172
     7      2473   3451260291752   3451260291752   0.21520   0.12444     44.116   -0.4582
     8      9260   3410163429030   3410163429030   0.07135   0.07931     44.594    0.8779
     9      4910   3968040165712   3968040165712   0.21285   0.10178     44.953   -0.0728
    10      3503     66605550436     66605550436   0.17462   0.07108     46.305    0.4795
    11      5243   1156126372728   1156126372728   0.14232   0.08446     47.017    2.8260
    12      4760   2502661552278   2502661552278   0.34484   0.08185     47.089   -2.4049
    13      6486   3408298153560   3408298153560   0.09180   0.09673     49.029    0.1555
    14      4620   3691033527306   3691033527306   0.26221   0.16071     49.312   -0.4691
    15      7812     77088301252     77088301252   0.05562   0.15260     49.556    1.5565
    16      9008   3761857729434   3761857729434   0.13865   0.12381     49.582   -0.9869
    17      6596   2330733321310   2330733321310   0.82629   0.08908     50.047    1.2504
    18      8460    815350278372    815350278372   0.31191   0.07107     50.182    2.1742
    19      1160   1923671919398   1923671919398   0.32826   0.10478     50.275   -1.1614
    20       550   1459430434998   1459430434998   0.40507   0.11779     51.211    2.7496
    21      5465   1196828403710   1196828403710   0.23008   0.09324     51.222    1.2376
    22      2763   1931348012220   1931348012220   0.23698   0.16506     51.241    0.5767
    23      2859    447047194582    447047194582   0.18952   0.07431     51.467    1.5173
    24       738    169613498838    169613498838   0.25925   0.19767     52.044   -1.2220
    25      1320   2731995027156   2731995027156   0.17092   0.07117     52.132    2.9998
    26      1485   3839203420064   3839203420064   0.24998   0.10535     52.190    0.6583
    27      5109    371219228022    371219228022   0.16824   0.19366     52.329   -0.5236
    28      5698    990096705206    990096705206   0.18664   0.13311     53.611    2.6399
    29      7520    198022671004    198022671004   0.26991   0.11535     54.705   -0.7204
    30      1034    568442080898    568442080898   0.24996   0.15885     55.023   -0.9780

# ── notR2_notR3  (group size: 1,022; showing 30 extreme) ─────────────────
# NOT R2 AND NOT R3: gas-displaced + non-CC (K); sorted by largest delta_2
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      5512   1830630173556   1830630173556   0.36274   0.31662    170.397   -3.6328
     2       941    492882069908    492882069908   0.61987   0.26508    365.889   -5.1485
     3      1500   3392414101224   3392414101224   0.39833   0.23436    167.249   -1.8536
     4       953     14716077308     14716077308   0.18014   0.20589    344.428    1.5801
     5      3814   2740434077594   2740434077594   0.31603   0.19942    231.968   -3.4908
     6      1040    588446673180    588446673180   0.16937   0.19174    363.817   -4.1032
     7      3866   2883576079342   2883576079342   0.08658   0.18920    293.545   -3.9760
     8      3577   1056007266512   1056007266512   0.08483   0.18800    242.310   -1.9655
     9      8244    168826717106    168826717106   0.32431   0.18757    287.243   -1.5312
    10      9178   2261676933382   2261676933382   0.17185   0.18655    349.272   -3.1879
    11      5276   1269830108412   1269830108412   0.14766   0.18581    268.662   -4.3509
    12      9894   3383789594114   3383789594114   0.13331   0.18134    276.907   -2.2683
    13      7380   3410317029930   3410317029930   0.09251   0.18114    192.683   -1.5336
    14      3127    126568392766    126568392766   0.07359   0.17922    468.138   -4.1321
    15      2134   3743892946568   3743892946568   0.24464   0.17792    172.227   -1.8758
    16      3283   1004813090988   1004813090988   0.24355   0.17761    226.520   -2.5840
    17      4021   3212242441536   3212242441536   0.12327   0.17754    164.407   -2.1358
    18      1870   3784978492094   3784978492094   0.10099   0.17635    167.838   -2.4202
    19      3528    680700293226    680700293226   0.28244   0.17337    208.178   -4.1199
    20      8947   3299561990034   3299561990034   0.09069   0.17326    257.034   -2.0127
    21       394    127736737354    127736737354   0.11964   0.17116    293.850   -6.5137
    22      2121   3433982919632   3433982919632   0.24593   0.17062    180.939   -0.9234
    23      9874   3855267683318   3855267683318   0.21077   0.16943   1040.942   -3.8799
    24      2502    288808002568    288808002568   0.20782   0.16897    233.622   -1.9526
    25       872   1207247716042   1207247716042   0.38131   0.16825    488.047   -2.8378
    26        98    586174456736    586174456736   0.04088   0.16804    318.995   -1.0154
    27      3019   1169080946722   1169080946722   0.11137   0.16668    160.851   -0.8277
    28      2577    398975601848    398975601848   0.24854   0.16606    167.468   -1.7108
    29       575   1773454842554   1773454842554   0.09539   0.16363    204.622   -2.0818
    30      4626   3871053282396   3871053282396   0.15374   0.16340    322.629   -3.7077

# ── R2_andR4  (group size: 4,801; showing 30 extreme) ─────────────────
# R2 AND R4: gas-coherent + TPI cool-core; sorted by highest TPI
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      6986   2075691665486   2075691665486   0.09798   0.05422     85.061   21.3347
     2      3799   2440687158262   2440687158262   0.01029   0.05677     99.989   17.0942
     3      8827   2302835566432   2302835566432   0.28598   0.04960   1087.556   14.1757
     4      7564     13818615030     13818615030   0.14989   0.03513     72.696   13.7663
     5      8468    763259283682    763259283682   0.27419   0.04700    213.572   13.2502
     6      1030    367160382822    367160382822   0.08856   0.04327    179.138   12.8944
     7      1967   2884039361546   2884039361546   0.12999   0.02997     81.945   11.2423
     8       512   1027305117774   1027305117774   0.08380   0.04324    166.445   10.8667
     9      3244    370454222636    370454222636   0.02138   0.02004    168.150   10.5751
    10      8124    425347569102    425347569102   0.01696   0.04208    194.684   10.4533
    11      4263   3281236963680   3281236963680   0.08772   0.04472     67.047    9.8673
    12      2144   3761991185136   3761991185136   0.06638   0.05122     65.247    9.7400
    13      1161   1849357851018   1849357851018   0.14643   0.02749    123.306    9.3818
    14      6369   2489115425762   2489115425762   0.04986   0.04320     76.328    9.0981
    15      6263   2503649320454   2503649320454   0.04386   0.04726     78.343    9.0960
    16      2706   1918331934154   1918331934154   0.18003   0.01159     35.204    8.8588
    17       657    160404307062    160404307062   0.02454   0.03982     93.214    8.8033
    18      6926   2325903976690   2325903976690   0.22719   0.01830    102.827    8.6620
    19        74    632885704194    632885704194   0.16408   0.04168    143.774    8.2291
    20      5213   1558769449044   1558769449044   0.05707   0.01690    449.276    8.0974
    21      1291   2682112233026   2682112233026   0.15905   0.05454    513.027    8.0662
    22      4275   3591751213202   3591751213202   0.34539   0.03754     85.261    7.8430
    23      1143   1326096507394   1326096507394   0.09609   0.05013   1679.166    7.8119
    24      7948    513715019072    513715019072   0.04511   0.01249     87.467    7.6767
    25      4343   3043401511324   3043401511324   0.30668   0.03452    104.718    7.5179
    26      8018   1284039704436   1284039704436   0.02888   0.02210    283.927    7.4410
    27      4120   2911002167414   2911002167414   0.03029   0.04114    134.541    7.4249
    28      4405   2941696783638   2941696783638   0.43172   0.04156    139.208    7.3049
    29      3432    200278166268    200278166268   0.27294   0.06699   1114.994    7.0668
    30      4929   3499327979624   3499327979624   0.03321   0.06109     64.362    6.9539

# ── R2_notR4  (group size: 3,436; showing 30 extreme) ─────────────────
# R2 AND NOT R4: gas-coherent + TPI non-CC; sorted by lowest TPI
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      6101   1719484725046   1719484725046   0.03121   0.02216     69.862   -9.3425
     2      8785   2051082899130   2051082899130   0.09350   0.04120    166.663   -8.2569
     3      9273   3830849758688   3830849758688   0.30381   0.02957    230.518   -8.0376
     4      2739   1826923823218   1826923823218   0.04755   0.02874    236.040   -6.6401
     5      9055   2220349688290   2220349688290   0.22359   0.06371    281.777   -6.2621
     6      1897   2675434264142   2675434264142   0.12522   0.05126    269.290   -5.8297
     7      9064   2667410916068   2667410916068   0.16116   0.03523   2866.717   -5.6308
     8      9581   3573267813030   3573267813030   0.11659   0.06583    175.135   -5.6030
     9      9461   2976600437404   2976600437404   0.15132   0.02753    167.581   -5.4301
    10      4197   2529978019728   2529978019728   0.13047   0.06757    238.519   -5.3585
    11      8604   1527202500612   1527202500612   0.08408   0.04619     87.549   -5.1443
    12      6872   2432871220870   2432871220870   0.05043   0.01476    207.313   -5.1363
    13      8674   1129688026738   1129688026738   0.19766   0.05611    328.090   -5.1287
    14      2389   3224237367988   3224237367988   0.20277   0.06694    116.263   -5.1031
    15       635    465816892748    465816892748   0.02993   0.03684    162.443   -4.9179
    16      8682   1788202304218   1788202304218   0.04970   0.06276    177.022   -4.9077
    17      3237   1004818310116   1004818310116   0.24997   0.05190    320.223   -4.8980
    18      7717   1209293685062   1209293685062   0.18414   0.04555    184.844   -4.8951
    19      8221    659679474098    659679474098   0.15746   0.06254    335.180   -4.8382
    20      7664   1875443207702   1875443207702   0.18689   0.03281    476.564   -4.8347
    21      4758   2507117415768   2507117415768   0.22504   0.04120    271.852   -4.7497
    22      1606   2386923664028   2386923664028   0.11907   0.02016    444.715   -4.7024
    23      6861   3784040031592   3784040031592   0.22712   0.05093    352.756   -4.6556
    24      5660    626484520614    626484520614   0.14681   0.02502    353.284   -4.5906
    25      5257   1588559001922   1588559001922   0.03694   0.04214    288.091   -4.5678
    26      3646   1904445881558   1904445881558   0.12894   0.04764    692.211   -4.5425
    27      3761   2190733046898   2190733046898   0.19868   0.04693   1158.676   -4.4963
    28      8373   1047996028162   1047996028162   0.03437   0.05886    202.022   -4.4581
    29      5025    800824589012    800824589012   0.01073   0.05053    145.986   -4.4224
    30      6360   2178243638806   2178243638806   0.13739   0.01749    361.530   -4.4161

# ── notR2_andR4  (group size: 543; showing 30 extreme) ─────────────────
# NOT R2 AND R4: gas-displaced + TPI cool-core; sorted by highest TPI
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      7776   1139810558314   1139810558314   0.12082   0.10226     30.102   30.8990
     2      7938    386718915752    386718915752   0.11002   0.07323    230.381   12.5970
     3      8501    688345832478    688345832478   0.08999   0.10072     89.160    7.2351
     4      6679   2159922685504   2159922685504   0.06290   0.10639     89.784    5.9973
     5      8193    477405933890    477405933890   0.12945   0.07945    207.095    5.9380
     6      8662   1002369409850   1002369409850   0.16779   0.12527    174.620    4.8879
     7      1120   1793768993478   1793768993478   0.09451   0.07701     76.497    4.8353
     8      3750   2435856141836   2435856141836   0.24108   0.14998    265.194    4.5893
     9      4835   2850049980900   2850049980900   0.05733   0.10209    129.937    4.5832
    10      8963   3859681103788   3859681103788   0.18273   0.09145    219.309    4.5338
    11      7185   2025873254700   2025873254700   0.01741   0.07032    113.945    4.3334
    12      7252   2467243419770   2467243419770   0.06790   0.07213    697.653    4.1301
    13      5790   1074191701858   1074191701858   0.05094   0.07881    132.236    3.9841
    14      5648    576624807340    576624807340   0.06519   0.09692    181.320    3.9044
    15      8419   1798643472390   1798643472390   0.15637   0.07057     10.740    3.8230
    16      8896   3252539115756   3252539115756   0.16228   0.10581    634.058    3.7277
    17      2184   2095716225268   2095716225268   0.02358   0.13131    154.958    3.6884
    18      8410   1673222566902   1673222566902   0.05971   0.09824    214.343    3.4412
    19      7465   3412220892676   3412220892676   0.52888   0.07091    270.321    3.4334
    20      8179    492680660092    492680660092   0.15372   0.07463    155.551    3.3573
    21      1931   2546577413414   2546577413414   0.04273   0.07423    455.768    3.3373
    22      4990   3921673202696   3921673202696   0.13636   0.07310    108.738    3.2445
    23      4496   2041239601266   2041239601266   0.28939   0.08260   1048.742    3.1951
    24      9941   3440278899462   3440278899462   0.07754   0.14020     90.977    3.1755
    25      9889   3408877931824   3408877931824   0.05985   0.07561    385.455    3.1530
    26      4828   2600470262360   2600470262360   0.07476   0.08345    218.065    3.1172
    27      9526   3237926298470   3237926298470   0.11078   0.07195    173.535    3.1060
    28      5846   1816901045018   1816901045018   0.12252   0.11864    186.877    3.1010
    29      9296   3055437622582   3055437622582   0.03166   0.11162     93.607    3.0722
    30      2118   3195213599406   3195213599406   0.00989   0.10267    164.094    3.0633

# ── notR2_notR4  (group size: 1,205; showing 30 extreme) ─────────────────
# NOT R2 AND NOT R4: gas-displaced + TPI non-CC; sorted by largest delta_2
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      5512   1830630173556   1830630173556   0.36274   0.31662    170.397   -3.6328
     2       941    492882069908    492882069908   0.61987   0.26508    365.889   -5.1485
     3      7835    537170245042    537170245042   0.18319   0.25075     75.845   -1.4487
     4      1500   3392414101224   3392414101224   0.39833   0.23436    167.249   -1.8536
     5      3110   1550126369846   1550126369846   0.22118   0.20719     97.997   -2.1695
     6      8733   1887641330074   1887641330074   0.19078   0.20624    114.343   -0.2143
     7      3814   2740434077594   2740434077594   0.31603   0.19942    231.968   -3.4908
     8      1518   3067952532880   3067952532880   0.17316   0.19884    119.501   -0.6791
     9       738    169613498838    169613498838   0.25925   0.19767     52.044   -1.2220
    10      5109    371219228022    371219228022   0.16824   0.19366     52.329   -0.5236
    11      1040    588446673180    588446673180   0.16937   0.19174    363.817   -4.1032
    12      9160   2668697960290   2668697960290   0.14702   0.19129    144.414   -1.1808
    13      3866   2883576079342   2883576079342   0.08658   0.18920    293.545   -3.9760
    14      3577   1056007266512   1056007266512   0.08483   0.18800    242.310   -1.9655
    15      8244    168826717106    168826717106   0.32431   0.18757    287.243   -1.5312
    16      9178   2261676933382   2261676933382   0.17185   0.18655    349.272   -3.1879
    17      5276   1269830108412   1269830108412   0.14766   0.18581    268.662   -4.3509
    18      2035   3084393169956   3084393169956   0.11584   0.18453    138.114   -1.6633
    19      4735   2695713734972   2695713734972   0.19069   0.18451    146.402   -0.2093
    20      7930    305435507960    305435507960   0.27963   0.18381     78.529   -1.7433
    21      9894   3383789594114   3383789594114   0.13331   0.18134    276.907   -2.2683
    22      7380   3410317029930   3410317029930   0.09251   0.18114    192.683   -1.5336
    23      3127    126568392766    126568392766   0.07359   0.17922    468.138   -4.1321
    24      3375   1595713580640   1595713580640   0.15527   0.17807    134.320   -2.2043
    25      2134   3743892946568   3743892946568   0.24464   0.17792    172.227   -1.8758
    26      6815   3533783190968   3533783190968   0.18932   0.17768    129.513   -1.1265
    27      3283   1004813090988   1004813090988   0.24355   0.17761    226.520   -2.5840
    28      4021   3212242441536   3212242441536   0.12327   0.17754    164.407   -2.1358
    29      1870   3784978492094   3784978492094   0.10099   0.17635    167.838   -2.4202
    30      5549   1367345693504   1367345693504   0.22470   0.17512    110.428   -1.7005

# ── R3_andR4  (group size: 3,598; showing 30 extreme) ─────────────────
# R3 AND R4: cool-core by K AND TPI; sorted by highest TPI
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      7776   1139810558314   1139810558314   0.12082   0.10226     30.102   30.8990
     2      6986   2075691665486   2075691665486   0.09798   0.05422     85.061   21.3347
     3      3799   2440687158262   2440687158262   0.01029   0.05677     99.989   17.0942
     4      7564     13818615030     13818615030   0.14989   0.03513     72.696   13.7663
     5      1967   2884039361546   2884039361546   0.12999   0.02997     81.945   11.2423
     6      4263   3281236963680   3281236963680   0.08772   0.04472     67.047    9.8673
     7      2144   3761991185136   3761991185136   0.06638   0.05122     65.247    9.7400
     8      1161   1849357851018   1849357851018   0.14643   0.02749    123.306    9.3818
     9      6369   2489115425762   2489115425762   0.04986   0.04320     76.328    9.0981
    10      6263   2503649320454   2503649320454   0.04386   0.04726     78.343    9.0960
    11      2706   1918331934154   1918331934154   0.18003   0.01159     35.204    8.8588
    12       657    160404307062    160404307062   0.02454   0.03982     93.214    8.8033
    13      6926   2325903976690   2325903976690   0.22719   0.01830    102.827    8.6620
    14        74    632885704194    632885704194   0.16408   0.04168    143.774    8.2291
    15      4275   3591751213202   3591751213202   0.34539   0.03754     85.261    7.8430
    16      7948    513715019072    513715019072   0.04511   0.01249     87.467    7.6767
    17      4343   3043401511324   3043401511324   0.30668   0.03452    104.718    7.5179
    18      4120   2911002167414   2911002167414   0.03029   0.04114    134.541    7.4249
    19      4405   2941696783638   2941696783638   0.43172   0.04156    139.208    7.3049
    20      8501    688345832478    688345832478   0.08999   0.10072     89.160    7.2351
    21      4929   3499327979624   3499327979624   0.03321   0.06109     64.362    6.9539
    22      6276   2617654476112   2617654476112   0.05206   0.03331     86.077    6.8962
    23      3943   3299234148616   3299234148616   0.01900   0.05733    113.585    6.7086
    24      1189   1374640330498   1374640330498   0.05614   0.03157    100.086    6.7080
    25      7399   3028596376062   3028596376062   0.03164   0.04340     71.984    6.7070
    26      1419   3222842239608   3222842239608   0.15427   0.04254    130.189    6.6932
    27      7500    967328447758    967328447758   0.07063   0.02164    149.470    6.6734
    28      9058   2094322421530   2094322421530   0.15052   0.06743     85.111    6.3772
    29      3752   2338375864572   2338375864572   0.09272   0.03024    120.827    6.3064
    30      5557   1745831900138   1745831900138   0.02228   0.01963     20.044    6.0239

# ── R3_notR4  (group size: 1,399; showing 30 extreme) ─────────────────
# R3 AND NOT R4: K cool-core but TPI non-CC; sorted by lowest TPI
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      6101   1719484725046   1719484725046   0.03121   0.02216     69.862   -9.3425
     2      8604   1527202500612   1527202500612   0.08408   0.04619     87.549   -5.1443
     3      2389   3224237367988   3224237367988   0.20277   0.06694    116.263   -5.1031
     4      4556   3469439389644   3469439389644   0.16172   0.13626    130.024   -4.6758
     5      5752    155316922944    155316922944   0.14417   0.09783     89.137   -4.5701
     6      5025    800824589012    800824589012   0.01073   0.05053    145.986   -4.4224
     7      6406   3150472187400   3150472187400   0.04241   0.02817    127.014   -4.2404
     8      1129   1809321956208   1809321956208   0.11704   0.06006     66.210   -4.2025
     9      1938   2523376757688   2523376757688   0.18625   0.05695    124.919   -4.1993
    10      6336   2289358605430   2289358605430   0.12781   0.10937    125.259   -4.0200
    11      2390   3436956590626   3436956590626   0.07074   0.05628    139.252   -3.9068
    12      1138   1177183155062   1177183155062   0.04055   0.08562    140.168   -3.8343
    13      4233   3704124665368   3704124665368   0.09441   0.03919    131.319   -3.8001
    14      9839   3049708279180   3049708279180   0.14357   0.04612    135.635   -3.7950
    15      9463   2936296792466   2936296792466   0.25727   0.08571    118.196   -3.7339
    16      8841   2909594840954   2909594840954   0.05441   0.11303     88.472   -3.7134
    17      9151   2868093286480   2868093286480   0.18037   0.05280    145.144   -3.6968
    18       474   1241600701056   1241600701056   0.04642   0.02658    136.021   -3.6667
    19      5527   1921447372318   1921447372318   0.43125   0.06000    148.306   -3.5992
    20      2234   2253575099886   2253575099886   0.13990   0.02692    110.805   -3.5843
    21      9827   3003736829582   3003736829582   0.16035   0.01940    124.763   -3.5380
    22      6641   2342761687702   2342761687702   0.13478   0.13577    114.626   -3.5305
    23      2919    848999194094    848999194094   0.08435   0.01872    145.420   -3.5287
    24      9829   2567441770776   2567441770776   0.15199   0.06780    113.686   -3.5035
    25      8395   1134092229452   1134092229452   0.07741   0.04537     87.567   -3.4954
    26      3429   1784367432210   1784367432210   0.05207   0.03945    136.096   -3.4561
    27      3358   1439821894700   1439821894700   0.02689   0.04162    118.575   -3.4275
    28      6799   3424244133970   3424244133970   0.35221   0.01719    137.838   -3.2822
    29       311   1946777319084   1946777319084   0.14292   0.13060    134.823   -3.2814
    30      8254     18636029204     18636029204   0.08729   0.07476    140.144   -3.2729

# ── notR3_andR4  (group size: 1,746; showing 30 extreme) ─────────────────
# NOT R3 AND R4: non-CC by K but TPI cool-core; sorted by highest TPI
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1      8827   2302835566432   2302835566432   0.28598   0.04960   1087.556   14.1757
     2      8468    763259283682    763259283682   0.27419   0.04700    213.572   13.2502
     3      1030    367160382822    367160382822   0.08856   0.04327    179.138   12.8944
     4      7938    386718915752    386718915752   0.11002   0.07323    230.381   12.5970
     5       512   1027305117774   1027305117774   0.08380   0.04324    166.445   10.8667
     6      3244    370454222636    370454222636   0.02138   0.02004    168.150   10.5751
     7      8124    425347569102    425347569102   0.01696   0.04208    194.684   10.4533
     8      5213   1558769449044   1558769449044   0.05707   0.01690    449.276    8.0974
     9      1291   2682112233026   2682112233026   0.15905   0.05454    513.027    8.0662
    10      1143   1326096507394   1326096507394   0.09609   0.05013   1679.166    7.8119
    11      8018   1284039704436   1284039704436   0.02888   0.02210    283.927    7.4410
    12      3432    200278166268    200278166268   0.27294   0.06699   1114.994    7.0668
    13      5697    784023830262    784023830262   0.36378   0.04123    150.913    6.7128
    14      5928   3997982137096   3997982137096   0.02696   0.01331    374.409    6.5164
    15      6887   2303631938664   2303631938664   0.09221   0.02380    281.184    5.9423
    16      8193    477405933890    477405933890   0.12945   0.07945    207.095    5.9380
    17      9884   3131680980394   3131680980394   0.06560   0.05162    185.358    5.8432
    18      9630   3990143175912   3990143175912   0.06397   0.04474    169.499    5.5072
    19      1791   3712910695562   3712910695562   0.08300   0.01253    152.117    5.3789
    20      4103   2050223818516   2050223818516   0.05495   0.01740    179.682    5.2465
    21      8710   1250368710106   1250368710106   0.04705   0.05590   1693.247    5.1976
    22      4764   2721446792376   2721446792376   0.05418   0.02856   2112.735    4.9653
    23      8662   1002369409850   1002369409850   0.16779   0.12527    174.620    4.8879
    24      4631   3645644245594   3645644245594   0.07005   0.03856    154.530    4.8646
    25      4442   2198992531736   2198992531736   0.11176   0.03833    248.897    4.8036
    26      6539   3646796142868   3646796142868   0.09991   0.04517    324.422    4.7987
    27       921   1722918566320   1722918566320   0.11671   0.03472    174.499    4.7285
    28      9425   2683915008104   2683915008104   0.03421   0.06437    239.219    4.6811
    29      2227   2320902997714   2320902997714   0.01408   0.02010    165.140    4.6563
    30      5524   1953858602856   1953858602856   0.21848   0.03743    150.425    4.6545

# ── notR3_notR4  (group size: 3,242; showing 30 extreme) ─────────────────
# NOT R3 AND NOT R4: non-CC by K AND TPI; sorted by largest K_core
# rank   row_idx      unique_tag         fof_tag   delta_1   delta_2     K_core       TPI
     1       680    439198258862    439198258862   0.11000   0.04965  12489.795   -0.3601
     2      7383   3893872368326   3893872368326   0.00546   0.05905   7502.251   -0.4533
     3       211   1025325229616   1025325229616   0.06596   0.05033   4836.527   -1.3082
     4      5528   1707452248812   1707452248812   0.20192   0.04954   4690.412   -1.5271
     5      5121    938610256280    938610256280   0.05816   0.02965   4583.049   -2.5769
     6      4680   2150819074378   2150819074378   0.10027   0.06637   4314.443   -1.3193
     7      8384   1675413304858   1675413304858   0.06958   0.03642   3793.557   -2.9050
     8      9674   2156200597864   2156200597864   0.15886   0.09420   3552.808   -2.5804
     9      4105   2221649011684   2221649011684   0.10120   0.03344   3491.871   -0.0419
    10      2897    663224742464    663224742464   0.08400   0.08190   3413.545   -2.9020
    11      6562   2066505729292   2066505729292   0.06226   0.06510   3234.120   -2.6805
    12      5495   1144792216586   1144792216586   0.04033   0.02741   3166.208   -0.9756
    13      6914   2439567112942   2439567112942   0.10094   0.05326   3078.448   -1.2000
    14       816   1955294795612   1955294795612   0.08094   0.08199   2934.269   -2.8588
    15      8366   1097858762876   1097858762876   0.04298   0.02376   2917.959   -0.3815
    16      7691    995945494332    995945494332   0.08609   0.05743   2873.665   -0.5696
    17      9064   2667410916068   2667410916068   0.16116   0.03523   2866.717   -5.6308
    18      2430   3084174913932   3084174913932   0.11069   0.05682   2546.714   -1.1673
    19      1450   3866781896838   3866781896838   0.39537   0.05875   2537.056   -4.2439
    20      1016    924140406036    924140406036   0.18038   0.07220   2397.440   -2.9069
    21      9027   3173827878158   3173827878158   0.06507   0.05118   2354.672   -2.1591
    22      9487   2865186851624   2865186851624   0.08807   0.03957   2354.612   -1.4467
    23      4935   3368822925886   3368822925886   0.16013   0.11028   2257.835   -5.1710
    24      5157   1170405495998   1170405495998   0.06816   0.07128   2029.536   -0.8648
    25      2755   1056572778190   1056572778190   0.06883   0.01558   1968.672   -2.9654
    26      7559    327551783344    327551783344   0.09258   0.02168   1954.646   -1.7922
    27      4255   3383780425528   3383780425528   0.10343   0.07325   1787.961   -1.0997
    28      8288   1181041516904   1181041516904   0.08851   0.03595   1711.976   -0.5539
    29      3783   2910873875246   2910873875246   0.07610   0.06686   1692.472   -0.1761
    30      5877   1974038191632   1974038191632   0.05597   0.05482   1612.961   -1.5161
